category,title,local,date,link
Gastronomia,Confra Conexões.desucesso,"Vinícola Campestre - São Paulo, SP","Sexta, 07 de Fev às 18:30",https://www.sympla.com.br/evento/confra-conexoes-desucesso/2788997
Gastronomia,Degustação de Vinhos Amerigo Vespucci.,"R. Treze de Maio, 686 - São Paulo, SP","Terça, 28 de Jan às 18:00",https://www.sympla.com.br/evento/degustacao-de-vinhos-amerigo-vespucci/2789532
Gastronomia,Jantar Cego                                ,"Espaço Dive - São Paulo, SP","Sexta, 21 de Mar às 21:00",https://www.sympla.com.br/evento/jantar-cego/2790127
Gastronomia,Noite Arabe,"Nosso Espaço Festa e Eventos - São Lourenço do Oeste, SC","Sábado, 15 de Fev às 18:30",https://www.sympla.com.br/evento/noite-arabe/2790083
Gastronomia,Clássicos de bistrô - Uma noite em Paris,"Hub Foodservice - São Paulo, SP","Terça, 11 de Fev às 19:00",https://www.sympla.com.br/evento/classicos-de-bistro-uma-noite-em-paris/2790080
Gastronomia,Mulheres na Chapada dos Guimarães,"Chapada Park  - Chapada dos Guimarães, MT",09 de Jan a 28 de Fev,https://www.sympla.com.br/evento/mulheres-na-chapada-dos-guimaraes/2772140
Gastronomia,18H SEXTA | NUEVO RODÍZIO OPEN FOOD & PETISCOS + OPEN BAR | THE MEXICAN,"THE MEXICAN Gastropub - Belo Horizonte, MG","Sexta, 14 de Fev às 18:00",https://www.sympla.com.br/evento/18h-sexta-nuevo-rodizio-open-food-petiscos-open-bar-the-mexican/2795814
Gastronomia,18H QUINTA | NUEVO RODÍZIO OPEN FOOD & PETISCOS + OPEN BAR | THE MEXICAN,"THE MEXICAN Gastropub - Belo Horizonte, MG","Quinta, 06 de Fev às 18:00",https://www.sympla.com.br/evento/18h-quinta-nuevo-rodizio-open-food-petiscos-open-bar-the-mexican/2795806
Gastronomia,78° CURSO DE CHURRASCO DO FOGO DE CHÃO À CHURRASQUEIRA!! RIBS IN FLAMES!,"CTG Meu Pago - Diadema, SP","Domingo, 16 de Fev às 09:00",https://www.sympla.com.br/evento/78deg-curso-de-churrasco-do-fogo-de-chao-a-churrasqueira-ribs-in-flames/2795779
Gastronomia,EXPERIÊNCIA TRENTINO PELO VALE - 07.JUN.2024 (SÁBADO) - 08h às 18h - VALE DOS VINHEDOS/ BG - RS,"Vale dos Vinhedos - Bento Gonçalves, RS",14 de Jan a 16 de Mai,https://www.sympla.com.br/evento/experiencia-trentino-pelo-vale-07-jun-2024-sabado-08h-as-18h-vale-dos-vinhedos-bg-rs/2794834
Gastronomia,Tour Meow! Venha conhecer a cervejaria Los Gatos! ,"Cerveja Los Gatos - Toca Los Gatos - Sorocaba, SP","Sábado, 08 de Mar às 11:00",https://www.sympla.com.br/evento/tour-meow-venha-conhecer-a-cervejaria-los-gatos/2793434
Gastronomia,Feirinha de Comida Típica Japonesa,"AMCNB - Belo Horizonte, MG","Domingo, 09 de Fev às 11:00",https://www.sympla.com.br/evento/feirinha-de-comida-tipica-japonesa/2795895
Gastronomia,18H QUINTA | NUEVO RODÍZIO OPEN FOOD & PETISCOS + OPEN BAR | THE MEXICAN,"THE MEXICAN Gastropub - Belo Horizonte, MG","Quinta, 13 de Fev às 18:00",https://www.sympla.com.br/evento/18h-quinta-nuevo-rodizio-open-food-petiscos-open-bar-the-mexican/2795813
Gastronomia,18H DOMINGO | NUEVO RODÍZIO OPEN FOOD & PETISCOS + OPEN BAR | THE MEXICAN,"THE MEXICAN Gastropub - Belo Horizonte, MG","Domingo, 09 de Fev às 18:00",https://www.sympla.com.br/evento/18h-domingo-nuevo-rodizio-open-food-petiscos-open-bar-the-mexican/2795812
Gastronomia,18H SÁBADO | NUEVO RODÍZIO OPEN FOOD & PETISCOS + OPEN BAR | THE MEXICAN,"THE MEXICAN Gastropub - Belo Horizonte, MG","Sábado, 08 de Fev às 18:00",https://www.sympla.com.br/evento/18h-sabado-nuevo-rodizio-open-food-petiscos-open-bar-the-mexican/2795810
Gastronomia,18H SEXTA | NUEVO RODÍZIO OPEN FOOD & PETISCOS + OPEN BAR | THE MEXICAN,"THE MEXICAN Gastropub - Belo Horizonte, MG","Sexta, 07 de Fev às 18:00",https://www.sympla.com.br/evento/18h-sexta-nuevo-rodizio-open-food-petiscos-open-bar-the-mexican/2795807
Gastronomia,18H SEXTA | NUEVO RODÍZIO OPEN FOOD & PETISCOS + OPEN BAR | THE MEXICAN,"THE MEXICAN Gastropub - Belo Horizonte, MG","Sexta, 31 de Jan às 18:00",https://www.sympla.com.br/evento/18h-sexta-nuevo-rodizio-open-food-petiscos-open-bar-the-mexican/2794172
Gastronomia,18H SÁBADO | NUEVO RODÍZIO OPEN FOOD & PETISCOS + OPEN BAR | THE MEXICAN,"THE MEXICAN Gastropub - Belo Horizonte, MG","Sábado, 01 de Fev às 18:00",https://www.sympla.com.br/evento/18h-sabado-nuevo-rodizio-open-food-petiscos-open-bar-the-mexican/2794177
Gastronomia,"Trem Guararema I Carro Restaurante I Café, Almoço e Bebidas","Estação Ferroviária - Trem de Guararema - Guararema, SP","Domingo, 09 de Mar às 06:30",https://www.sympla.com.br/evento/trem-guararema-i-carro-restaurante-i-cafe-almoco-e-bebidas/2788672
Gastronomia,Almoço Típico Capixaba,"Macunaíma Cozinha Experimental - Vila Velha, ES",08 de Jan a 29 de Jan,https://www.sympla.com.br/evento/almoco-tipico-capixaba/2771505
Gastronomia,Capacitação na Qualidade do Pão Fancês,"Romen Alimentos - Cruz das Almas, BA","Sábado, 08 de Fev às 10:48",https://www.sympla.com.br/evento/capacitacao-na-qualidade-do-pao-fances/2783154
Gastronomia,Paella e Sangria  ,"Hub Foodservice - São Paulo, SP","Sábado, 08 de Fev às 10:30",https://www.sympla.com.br/evento/paella-e-sangria/2789738
Gastronomia,Degustação de Vinhos Amerigo Vespucci.,"R. Treze de Maio, 686 - São Paulo, SP","Terça, 28 de Jan às 18:00",https://www.sympla.com.br/evento/degustacao-de-vinhos-amerigo-vespucci/2789532
Gastronomia,Mulheres na Chapada dos Guimarães,"Chapada Park  - Chapada dos Guimarães, MT",09 de Jan a 28 de Fev,https://www.sympla.com.br/evento/mulheres-na-chapada-dos-guimaraes/2772140
Gastronomia,Jantar Cego                                ,"Espaço Dive - São Paulo, SP","Sexta, 21 de Mar às 21:00",https://www.sympla.com.br/evento/jantar-cego/2790127
Gastronomia,Noite Arabe,"Nosso Espaço Festa e Eventos - São Lourenço do Oeste, SC","Sábado, 15 de Fev às 18:30",https://www.sympla.com.br/evento/noite-arabe/2790083
Gastronomia,Clássicos de bistrô - Uma noite em Paris,"Hub Foodservice - São Paulo, SP","Terça, 11 de Fev às 19:00",https://www.sympla.com.br/evento/classicos-de-bistro-uma-noite-em-paris/2790080
Gastronomia,Minas Sweet,"CDL Uberlândia - Uberlândia, MG","Domingo, 18 de Mai às 08:00",https://www.sympla.com.br/evento/minas-sweet/2786968
Gastronomia,Confra Conexões.desucesso,"Vinícola Campestre - São Paulo, SP","Sexta, 07 de Fev às 18:30",https://www.sympla.com.br/evento/confra-conexoes-desucesso/2788997
Gastronomia,Workshop Café Especial para Leigos,"Artemis Torrefação - Rio de Janeiro, RJ","Sábado, 08 de Fev às 14:30",https://www.sympla.com.br/evento/workshop-cafe-especial-para-leigos/2777659
Gastronomia,Curso de Pizzas - 22/março,"Onze Zero Um - Porto Alegre, RS","Sábado, 22 de Mar às 12:00",https://www.sympla.com.br/evento/curso-de-pizzas-22-marco/2797983
Gastronomia,Curso de Barista Villa Café - Básico em Belo Horizonte,"R. Platina, 1094 - Belo Horizonte, MG",22 de Mar a 23 de Mar,https://www.sympla.com.br/evento/curso-de-barista-villa-cafe-basico-em-belo-horizonte/2796214
Gastronomia,Curso de Barista Avançado com Visita à Fazenda Villa Cafe,"R. Platina, 1094 - Belo Horizonte, MG",22 de Mar a 26 de Mar,https://www.sympla.com.br/evento/curso-de-barista-avancado-com-visita-a-fazenda-villa-cafe/2796212
Gastronomia,Meu Mapa de Vinhos com Wine POA,"Wine Porto Alegre - Porto Alegre, RS","Sexta, 31 de Jan às 19:00",https://www.sympla.com.br/evento/meu-mapa-de-vinhos-com-wine-poa/2790025
Gastronomia,Aula/show FRUTOS DO MAR 2           ,"La Mia Cucina - Escola de Gastronomia & Eventos Personalizados - Curitiba, PR","Sábado, 08 de Fev às 19:00",https://www.sympla.com.br/evento/aula-show-frutos-do-mar-2/2798293
Gastronomia,Aula/show Cozinha Funcional Fit low carb sem glúten e sem lactose,"La Mia Cucina - Escola de Gastronomia & Eventos Personalizados - Curitiba, PR","Quarta, 05 de Fev às 19:00",https://www.sympla.com.br/evento/aula-show-cozinha-funcional-fit-low-carb-sem-gluten-e-sem-lactose/2798278
Gastronomia,CURSO CHAMPAGNE E ESPUMANTES PARA TODOS   ,"La Mia Cucina - Escola de Gastronomia & Eventos Personalizados - Curitiba, PR","Sábado, 01 de Fev às 19:30",https://www.sympla.com.br/evento/curso-champagne-e-espumantes-para-todos/2798271
Gastronomia,BEG EXPERIENCE,"BEG Destilaria Boutique - Campinas, SP",17 de Jan a 31 de Dez,https://www.sympla.com.br/evento/beg-experience/2783769
Gastronomia,Sunset Sem Glúten,"Sobre as Águas - Eventos e Hospedagem - Forquetinha, RS","Sábado, 08 de Fev às 18:00",https://www.sympla.com.br/evento/sunset-sem-gluten/2798768
Gastronomia,Oficina de Carnaval,"Rua Amália de Noronha, 380 - São Paulo, SP","Sábado, 15 de Fev às 15:00",https://www.sympla.com.br/evento/oficina-de-carnaval/2799987
Gastronomia,Tour Degustação no Brewteco Lapa Cervejaria dia 06/03,"Brewteco Lapa - Cervejaria & Bar da Fábrica - Rio de Janeiro, RJ","Quinta, 06 de Mar às 19:00",https://www.sympla.com.br/evento/tour-degustacao-no-brewteco-lapa-cervejaria-dia-06-03/2799834
Gastronomia,Tour Degustação no Brewteco Lapa Cervejaria dia 20/02,"Brewteco Lapa - Cervejaria & Bar da Fábrica - Rio de Janeiro, RJ","Quinta, 20 de Fev às 19:00",https://www.sympla.com.br/evento/tour-degustacao-no-brewteco-lapa-cervejaria-dia-20-02/2799825
Gastronomia,Tour Degustação no Brewteco Lapa Cervejaria dia 13/02,"Brewteco Lapa - Cervejaria & Bar da Fábrica - Rio de Janeiro, RJ","Quinta, 13 de Fev às 19:00",https://www.sympla.com.br/evento/tour-degustacao-no-brewteco-lapa-cervejaria-dia-13-02/2799819
Gastronomia,Tour Degustação no Brewteco Lapa Cervejaria dia 27/02,"Brewteco Lapa - Cervejaria & Bar da Fábrica - Rio de Janeiro, RJ","Quinta, 27 de Fev às 19:00",https://www.sympla.com.br/evento/tour-degustacao-no-brewteco-lapa-cervejaria-dia-27-02/2799813
Gastronomia,Tour Degustação no Brewteco Lapa Cervejaria dia 06/02,"Brewteco Lapa - Cervejaria & Bar da Fábrica - Rio de Janeiro, RJ","Quinta, 06 de Fev às 19:00",https://www.sympla.com.br/evento/tour-degustacao-no-brewteco-lapa-cervejaria-dia-06-02/2799803
Gastronomia,CURSO DE SOMMELIER EM VITÓRIA,"GRAN CAVE  - Vitória, ES","Terça, 25 de Mar às 19:00",https://www.sympla.com.br/evento/curso-de-sommelier-em-vitoria/2801649
Gastronomia,Rio Cidade Deliciosa,"Sheraton Grand Rio Hotel & Resort - Rio de Janeiro, RJ","Segunda, 03 de Fev às 16:00",https://www.sympla.com.br/evento/rio-cidade-deliciosa/2799237
Gastronomia,Workshop Iguarias Mediterrâneas & Vinhos,"Av. Pedroso de Morais, 1047 - São Paulo, SP","Quarta, 26 de Mar às 19:00",https://www.sympla.com.br/evento/workshop-iguarias-mediterraneas-vinhos/2790347
Gastronomia,SALGADOS FIT PARA FESTAS,"Eloi - Parnamirim, RN","Quinta, 13 de Fev às 14:00",https://www.sympla.com.br/evento/salgados-fit-para-festas/2800115
Gastronomia,DECORAÇÃO VINTAGE COM GLACÊ REAL EM BOLO - PÁSCOA,"Eloi - Parnamirim, RN","Terça, 18 de Fev às 14:00",https://www.sympla.com.br/evento/decoracao-vintage-com-glace-real-em-bolo-pascoa/2800134
Gastronomia,OVO DE PÁSCOA SAUDÁVEL,"Eloi - Parnamirim, RN","Sábado, 15 de Fev às 09:00",https://www.sympla.com.br/evento/ovo-de-pascoa-saudavel/2800127
Gastronomia,"Megabazar Vila Mariana, 2 e 3 de Abril","Vila Mariana - São Paulo, SP",02 de Abr a 03 de Abr,https://www.sympla.com.br/evento/megabazar-vila-mariana-2-e-3-de-abril/2801539
Gastronomia,"Megabazar Vila Mariana, 12 e 13 de Março (FESTA DA MODA 2025)","Vila Mariana - São Paulo, SP",12 de Mar a 13 de Mar,https://www.sympla.com.br/evento/megabazar-vila-mariana-12-e-13-de-marco-festa-da-moda-2025/2801538
Gastronomia,"Megabazar Vila Mariana, 12 e 13 de Fevereiro (MEGAVERÃO 2025)","Vila Mariana - São Paulo, SP",12 de Fev a 13 de Fev,https://www.sympla.com.br/evento/megabazar-vila-mariana-12-e-13-de-fevereiro-megaverao-2025/2801535
Gastronomia,"Encontro Artesanal, 9 e 10 de Abril","Encontro Artesanal - São Paulo, SP",09 de Abr a 10 de Abr,https://www.sympla.com.br/evento/encontro-artesanal-9-e-10-de-abril/2801531
Gastronomia,"Encontro Artesanal, 19 e 20 de Março","Encontro Artesanal - São Paulo, SP",19 de Mar a 20 de Mar,https://www.sympla.com.br/evento/encontro-artesanal-19-e-20-de-marco/2801529
Gastronomia,"Encontro Artesanal, 19 e 20 de Fevereiro","Encontro Artesanal - São Paulo, SP",19 de Fev a 20 de Fev,https://www.sympla.com.br/evento/encontro-artesanal-19-e-20-de-fevereiro/2801526
Gastronomia,Congresso de Alimentos do Mar - 2ª Edição,"Local a definir - Rio de Janeiro, RJ",19 de Mai a 23 de Mai,https://www.sympla.com.br/evento/congresso-de-alimentos-do-mar-2a-edicao/2763494
Gastronomia,Segredos do Malte Summer Festival,"Segredos do Malte Cervejaria  - Blumenau, SC","Sábado, 15 de Fev às 11:00",https://www.sympla.com.br/evento/segredos-do-malte-summer-festival/2802847
Gastronomia,Noite de pizza   ,"Macunaíma Cozinha Experimental - Vila Velha, ES","Terça, 28 de Jan às 19:00",https://www.sympla.com.br/evento/noite-de-pizza/2771493
Gastronomia,Curso de Pizzas - 20/março,"Onze Zero Um - Porto Alegre, RS","Quinta, 20 de Mar às 19:30",https://www.sympla.com.br/evento/curso-de-pizzas-20-marco/2797989
Gastronomia,Expovitis Brasil 2025,"Parque Tecnológico Ivaldo Cenci PAD-DF, Brasília, DF - Brasília, DF",19 de Jun a 21 de Jun,https://www.sympla.com.br/evento/expovitis-brasil-2025/2798653
Gastronomia,Curso de Cozinha Fundamental - Turma 14,"Escola Diego Koppe - Brasília, DF","Segunda, 27 de Jan às 19:00",https://www.sympla.com.br/evento/curso-de-cozinha-fundamental-turma-14/2765748
Gastronomia,"Sobremesas sem açúcar, sabores com saúde - com a chef Samanta Luz","PUPA Eventos Criativos - Sorocaba, SP","Sábado, 08 de Fev às 10:00",https://www.sympla.com.br/evento/sobremesas-sem-acucar-sabores-com-saude-com-a-chef-samanta-luz/2795457
Gastronomia,Curso de análise sensorial de cafés especiais,"Affinis Cafeteria - Uberlândia, MG",24 de Fev a 28 de Fev,https://www.sympla.com.br/evento/curso-de-analise-sensorial-de-cafes-especiais/2802893
Gastronomia,Curso de Torra de cafés especiais,"Affinis Cafeteria - Uberlândia, MG","Domingo, 16 de Fev às 08:00",https://www.sympla.com.br/evento/curso-de-torra-de-cafes-especiais/2802843
Gastronomia,Curso de Barista Módulo 3 - Latte Art,"Affinis Cafeteria - Uberlândia, MG","Domingo, 23 de Fev às 13:00",https://www.sympla.com.br/evento/curso-de-barista-modulo-3-latte-art/2802821
Gastronomia,2° edição Pique Stay - Encontro de Stays de Campinas e Região,"Parque Portugal - Lagoa do Taquaral - Campinas, SP","Domingo, 23 de Fev às 13:00",https://www.sympla.com.br/evento/2deg-edicao-pique-stay-encontro-de-stays-de-campinas-e-regiao/2802438
Gastronomia,VERÃO ITÁLIA ROSSI VINO PER TE,"Sushi House Restaurante - Campos dos Goytacazes, RJ","Quinta, 13 de Fev às 19:30",https://www.sympla.com.br/evento/verao-italia-rossi-vino-per-te/2800852
Gastronomia,Uma noite no Museu por Plop Champagne,"Museu Inimá de Paula - Belo Horizonte, MG","Quinta, 13 de Fev às 19:30",https://www.sympla.com.br/evento/uma-noite-no-museu-por-plop-champagne/2793791
Gastronomia,TERRITÓRIO: Experiência Sensorial Guiada,"Espaço Quai D'Orsay #PremiumCigarLounge - São Paulo, SP","Quinta, 13 de Fev às 19:00",https://www.sympla.com.br/evento/territorio-experiencia-sensorial-guiada/2805122
Gastronomia,Curso de Cozinha Fundamental - Turma 18,"Escola Diego Koppe - Brasília, DF",15 de Mar a 12 de Abr,https://www.sympla.com.br/evento/curso-de-cozinha-fundamental-turma-18/2805888
Gastronomia,Livro Sabores da Terra - Raizes e Tubérculos,"Mercado Iaô - Salvador, BA","Sábado, 08 de Fev às 09:00",https://www.sympla.com.br/evento/livro-sabores-da-terra-raizes-e-tuberculos/2806441
Gastronomia,Curso de Regulagem de Espresso ,"Artemis Torrefação - Rio de Janeiro, RJ","Domingo, 15 de Jun às 10:00",https://www.sympla.com.br/evento/curso-de-regulagem-de-espresso/2806274
Gastronomia,Curso de Regulagem de Espresso ,"Artemis Torrefação - Rio de Janeiro, RJ","Domingo, 18 de Mai às 10:00",https://www.sympla.com.br/evento/curso-de-regulagem-de-espresso/2806270
Gastronomia,Curso de Regulagem de Espresso,"Artemis Torrefação - Rio de Janeiro, RJ","Domingo, 13 de Abr às 10:00",https://www.sympla.com.br/evento/curso-de-regulagem-de-espresso/2806267
Gastronomia,Curso de Regulagem de Espresso ,"Artemis Torrefação - Rio de Janeiro, RJ","Domingo, 16 de Mar às 10:00",https://www.sympla.com.br/evento/curso-de-regulagem-de-espresso/2806260
Gastronomia,Curso de Regulagem de Espresso,"Artemis Torrefação - Rio de Janeiro, RJ","Domingo, 23 de Fev às 10:00",https://www.sympla.com.br/evento/curso-de-regulagem-de-espresso/2806257
Gastronomia,CURSO DE PIZZA  ,"CEASA Centrais de Abastecimento de Minas Gerais - Contagem, MG","Quinta, 27 de Fev às 08:00",https://www.sympla.com.br/evento/curso-de-pizza/2806203
Gastronomia,CURSO DE HAMBÚRGUER ARTESANAL,"CEASA Centrais de Abastecimento de Minas Gerais - Contagem, MG","Quinta, 27 de Fev às 08:00",https://www.sympla.com.br/evento/curso-de-hamburguer-artesanal/2806200
Gastronomia,CURSO DE VARIAÇÕES DE EMPADAS,"CEASA Centrais de Abastecimento de Minas Gerais - Contagem, MG","Terça, 25 de Fev às 08:00",https://www.sympla.com.br/evento/curso-de-variacoes-de-empadas/2806192
Gastronomia,CURSO DE OVOS DE PÁSCOA,"CEASA Centrais de Abastecimento de Minas Gerais - Contagem, MG",25 de Fev a 26 de Fev,https://www.sympla.com.br/evento/curso-de-ovos-de-pascoa/2806171
Gastronomia,CURSO DE SANDUÍCHES GOURMET,"CEASA Centrais de Abastecimento de Minas Gerais - Contagem, MG","Segunda, 24 de Fev às 08:00",https://www.sympla.com.br/evento/curso-de-sanduiches-gourmet/2806167
Gastronomia,CURSO DE QUITANDAS II   ,"CEASA Centrais de Abastecimento de Minas Gerais - Contagem, MG",20 de Fev a 20 de Fev,https://www.sympla.com.br/evento/curso-de-quitandas-ii/2806155
Gastronomia,CURSO DE SORVETES E PICOLÉS COM LEAGEL,"CEASA Centrais de Abastecimento de Minas Gerais - Contagem, MG","Quarta, 19 de Fev às 08:00",https://www.sympla.com.br/evento/curso-de-sorvetes-e-picoles-com-leagel/2806149
Gastronomia,CURSO PRIMEIROS PASSOS NA CONFEITARIA ,"CEASA Centrais de Abastecimento de Minas Gerais - Contagem, MG",17 de Fev a 18 de Fev,https://www.sympla.com.br/evento/curso-primeiros-passos-na-confeitaria/2806130
Gastronomia,CURSO DE PIZZA ,"CEASA Centrais de Abastecimento de Minas Gerais - Contagem, MG","Terça, 11 de Fev às 08:00",https://www.sympla.com.br/evento/curso-de-pizza/2806113
Gastronomia,CURSO DE BATATAS RECHEADAS  ,"CEASA Centrais de Abastecimento de Minas Gerais - Contagem, MG","Segunda, 10 de Fev às 08:00",https://www.sympla.com.br/evento/curso-de-batatas-recheadas/2806111
Gastronomia,CURSO DE BOLO DE ANIVERSÁRIO (CURSOS PARA ALUNOS AVANÇADOS),"CEASA Centrais de Abastecimento de Minas Gerais - Contagem, MG","Segunda, 10 de Fev às 08:00",https://www.sympla.com.br/evento/curso-de-bolo-de-aniversario-cursos-para-alunos-avancados/2806107
Gastronomia,Curso de Barista Módulo 1 - Métodos de extração e Introdução à Análise Sensorial,"Affinis Cafeteria - Uberlândia, MG","Domingo, 02 de Fev às 13:00",https://www.sympla.com.br/evento/curso-de-barista-modulo-1-metodos-de-extracao-e-introducao-a-analise-sensorial/2802779
Gastronomia,Wine Day - 2ª edição,"Super Nordeste Restaurante & Café - Recife, PE","Quinta, 06 de Fev às 17:00",https://www.sympla.com.br/evento/wine-day-2a-edicao/2798122
Gastronomia,Curso de Férias - Sobremesas Clássicas,"UniArnaldo - Centro Universitário Arnaldo Janssen  - Belo Horizonte, MG","Sexta, 31 de Jan às 18:00",https://www.sympla.com.br/evento/curso-de-ferias-sobremesas-classicas/2787805
Gastronomia,Hoog Fest 2025,"R. Rio Ural, 200 - Contagem, MG","Sábado, 15 de Fev às 12:00",https://www.sympla.com.br/evento/hoog-fest-2025/2806074
Gastronomia,ENCONTRO BIMESTRAL DE LEGENDARIOS IJUI,"Centro de Cultura Nativa Piazito Carreteiro - Ijuí, RS","Sábado, 08 de Fev às 11:00",https://www.sympla.com.br/evento/encontro-bimestral-de-legendarios-ijui/2806848
Gastronomia,Curso de Cozinha Fundamental - Turma 17,"Escola Diego Koppe - Brasília, DF",11 de Mar a 10 de Abr,https://www.sympla.com.br/evento/curso-de-cozinha-fundamental-turma-17/2805883
Gastronomia,Brew-kfast (Café da Manhã no GastroPub da BrewLab),"BrewLab GastroPub - Niterói, RJ","Domingo, 09 de Fev às 10:00",https://www.sympla.com.br/evento/brew-kfast-cafe-da-manha-no-gastropub-da-brewlab/2804936
Gastronomia,AULA POCKET- Chiclete de camarão e Pudim de tapioca com mousse de coco,"Av. Atlântica, 866 - Rio de Janeiro, RJ","Quinta, 20 de Fev às 18:00",https://www.sympla.com.br/evento/aula-pocket-chiclete-de-camarao-e-pudim-de-tapioca-com-mousse-de-coco/2802182
Gastronomia,Minelis Coffee Experience - 08/03 - Manhã,"Fazenda Novo Horizonte - Café Minelis - Brasília, DF","Sábado, 08 de Mar às 09:15",https://www.sympla.com.br/evento/minelis-coffee-experience-08-03-manha/2762467
Gastronomia,ANO NOVO CHINÊS NA LIBERDADE | PASSEIO GASTRONÔMICO E CULTURAL,"89 Coffee Station - São Paulo, SP","Sábado, 01 de Fev às 08:00",https://www.sympla.com.br/evento/ano-novo-chines-na-liberdade-passeio-gastronomico-e-cultural/2806922
Gastronomia,SAÍDA FOTOGRÁFICA NOTURNA | AV PAULISTA - O OUTRO LADO,"Casa das Rosas - São Paulo, SP","Quinta, 30 de Jan às 18:30",https://www.sympla.com.br/evento/saida-fotografica-noturna-av-paulista-o-outro-lado/2806920
Gastronomia,Cozinhando para Saúde e Boa Forma,"Av. Rio Branco, 20 - Uberlândia, MG","Domingo, 02 de Fev às 07:30",https://www.sympla.com.br/evento/cozinhando-para-saude-e-boa-forma/2806650
Gastronomia,Sabores de Verão - Leme,"Av. Atlântica, 866 - Rio de Janeiro, RJ","Quinta, 13 de Fev às 18:00",https://www.sympla.com.br/evento/sabores-de-verao-leme/2807697
Gastronomia,CURSO DE PÃO DE ALHO,"CEASA Centrais de Abastecimento de Minas Gerais - Contagem, MG","Terça, 18 de Fev às 08:00",https://www.sympla.com.br/evento/curso-de-pao-de-alho/2807512
Gastronomia,"Evento: Um dia de Cultura, História e Sabores pelo Rio Antigo","Manon - Rio de Janeiro, RJ","Sábado, 01 de Fev às 09:00",https://www.sympla.com.br/evento/evento-um-dia-de-cultura-historia-e-sabores-pelo-rio-antigo/2807883
Gastronomia,KNN Wine Experience 1.2025,"R. Max Colin, 210 - Joinville, SC","Quarta, 12 de Fev às 19:00",https://www.sympla.com.br/evento/knn-wine-experience-1-2025/2796522
Gastronomia,Jantar de ano novo lunar (chinês),"Rua Bartira - São Paulo, SP","Sexta, 31 de Jan às 19:00",https://www.sympla.com.br/evento/jantar-de-ano-novo-lunar-chines/2798370
Gastronomia,Curso de Risottos - 11/fevereiro,"Onze Zero Um - Porto Alegre, RS","Terça, 11 de Fev às 19:30",https://www.sympla.com.br/evento/curso-de-risottos-11-fevereiro/2771396
Gastronomia,Dia de Iemanjá Chopp Shop Rio Vermelho,"Chopp Shop Foodbar - Salvador, BA",01 de Fev a 02 de Fev,https://www.sympla.com.br/evento/dia-de-iemanja-chopp-shop-rio-vermelho/2808203
Gastronomia,CURSO DE OVOS DE PÁSCOA RECHEADOS,"CEASA Centrais de Abastecimento de Minas Gerais - Contagem, MG","Quarta, 12 de Mar às 09:00",https://www.sympla.com.br/evento/curso-de-ovos-de-pascoa-recheados/2808305
Gastronomia,Sabores de um Brasil Tropical,"Zona Sul Santa Monica - Rio de Janeiro, RJ","Sexta, 21 de Fev às 19:00",https://www.sympla.com.br/evento/sabores-de-um-brasil-tropical/2807793
Gastronomia,Da Uva ao Vinho  Sabores da Espanha,"Grand Cru Copacabana - Rio de Janeiro, RJ","Quarta, 12 de Fev às 20:00",https://www.sympla.com.br/evento/da-uva-ao-vinho-sabores-da-espanha/2804773
Gastronomia,Workshop - Métodos de preparo 09/02,"Estação 14 - unidade Marista - Goiânia, GO","Domingo, 09 de Fev às 09:30",https://www.sympla.com.br/evento/workshop-metodos-de-preparo-09-02/2804208
Gastronomia,Dia de Iemanjá Chopp Shop,"Lauro de Freitas - Lauro de Freitas, BA","Domingo, 02 de Fev às 12:00",https://www.sympla.com.br/evento/dia-de-iemanja-chopp-shop/2787655
Gastronomia,Jantar Harmonizado de Valentine's Day na Café & Vinho,"Café & Vinho - Belo Horizonte, MG","Sexta, 14 de Fev às 19:00",https://www.sympla.com.br/evento/jantar-harmonizado-de-valentine-s-day-na-cafe-vinho/2808949
Gastronomia,Workshop de Churrasco,"Clube Meat  - Belo Horizonte, MG","Sábado, 22 de Mar às 09:00",https://www.sympla.com.br/evento/workshop-de-churrasco/2808496
Gastronomia,Um Encontro com José Gimenez o CEO da Cobos,"Grand Cru Copacabana - Rio de Janeiro, RJ","Quarta, 12 de Fev às 20:00",https://www.sympla.com.br/evento/um-encontro-com-jose-gimenez-o-ceo-da-cobos/2809593
Gastronomia,IMERSÃO MICHELUCCIO,"Micheluccio Pizzaria no Morumbi - São Paulo, SP","Sábado, 26 de Abr às 14:00",https://www.sympla.com.br/evento/imersao-micheluccio/2809463
Gastronomia,BAIRRO DO IPIRANGA  | PASSEIO GASTRONÔMICO E CULTURAL,"FILLMORE American Coffee & Eatery - São Paulo, SP","Domingo, 02 de Fev às 08:30",https://www.sympla.com.br/evento/bairro-do-ipiranga-passeio-gastronomico-e-cultural/2809434
Gastronomia,Degustação Essencial: Primeiros Passos no Mundo dos Vinhos,"Café & Vinho - Belo Horizonte, MG","Sexta, 07 de Fev às 19:00",https://www.sympla.com.br/evento/degustacao-essencial-primeiros-passos-no-mundo-dos-vinhos/2809033
Gastronomia,Além da Malbec - Explorando a Diversidade dos Vinhos Argentinos,"Café & Vinho - Belo Horizonte, MG","Quinta, 20 de Fev às 19:00",https://www.sympla.com.br/evento/alem-da-malbec-explorando-a-diversidade-dos-vinhos-argentinos/2808986
