category,title,local,date,link
Gastronomia,Evento Café Histórico - Março,"Rio de Janeiro - Rio de Janeiro, RJ",16 de Jan a 22 de Mar,https://www.sympla.com.br/evento/evento-cafe-historico-marco/2799578
Gastronomia,Open Wine | Open Drinks | Open Food,"Rancho DuoFood - Vespasiano, MG","Sábado, 08 de Fev às 20:00",https://www.sympla.com.br/evento/open-wine-open-drinks-open-food/2794561
Gastronomia,Aula/show CARNES FORNO e FOGÃO,"La Mia Cucina - Escola de Gastronomia & Eventos Personalizados - Curitiba, PR","Quinta, 06 de Fev às 19:00",https://www.sympla.com.br/evento/aula-show-carnes-forno-e-fogao/2798285
Gastronomia,"Piccolo Sommelier, Curso de vinhos em 4 aulas","La Mia Cucina - Escola de Gastronomia & Eventos Personalizados - Curitiba, PR","Sexta, 07 de Fev às 19:00",https://www.sympla.com.br/evento/piccolo-sommelier-curso-de-vinhos-em-4-aulas/2777640
Gastronomia,Aula/Show Cozinha Mediterrânea,"La Mia Cucina - Escola de Gastronomia & Eventos Personalizados - Curitiba, PR","Quarta, 29 de Jan às 19:00",https://www.sympla.com.br/evento/aula-show-cozinha-mediterranea/2777630
Gastronomia,Visitação Mês de Fevereiro,"Rancho Quindins - Paty do Alferes, RJ",01 de Fev a 23 de Fev,https://www.sympla.com.br/evento/visitacao-mes-de-fevereiro/2749461
Gastronomia,Curso de Pizza Napoletana - 15 e 16 de Fevereiro de 2025,"R. Antônio Augusto, 1576 - Fortaleza, CE",15 de Fev a 16 de Fev,https://www.sympla.com.br/evento/curso-de-pizza-napoletana-15-e-16-de-fevereiro-de-2025/2706280
Gastronomia,Vinho no Barco 4ª Edição,"Lago Paranoá - Brasília, DF","Sábado, 07 de Jun às 16:30",https://www.sympla.com.br/evento/vinho-no-barco-4a-edicao/2793569
Gastronomia,Open Wine - Vinhos Portugueses com Cashback,"Café e Vinho - Rio de Janeiro, RJ","Quinta, 06 de Fev às 18:30",https://www.sympla.com.br/evento/open-wine-vinhos-portugueses-com-cashback/2790704
Gastronomia,Sabores de Verão: Filé Mignon de Sol Artesanal harmonizado com Cerveja,"Zona Sul Supermercado Ipanema - Rio de Janeiro, RJ","Quarta, 05 de Fev às 19:00",https://www.sympla.com.br/evento/sabores-de-verao-file-mignon-de-sol-artesanal-harmonizado-com-cerveja/2808347
Gastronomia,Aula/show - Massas e Molhos        ,"La Mia Cucina - Escola de Gastronomia & Eventos Personalizados - Curitiba, PR","Sexta, 07 de Fev às 19:00",https://www.sympla.com.br/evento/aula-show-massas-e-molhos/2808210
Gastronomia,Happy Hour Beco Gastronômico,"R. Décima Avenida, 4272 - Porto Velho, RO","Sexta, 31 de Jan às 18:00",https://www.sympla.com.br/evento/happy-hour-beco-gastronomico/2806234
Gastronomia,Sabores das Américas,"Zona Sul Supermercado Ipanema - Rio de Janeiro, RJ","Quarta, 26 de Fev às 19:00",https://www.sympla.com.br/evento/sabores-das-americas/2807137
Gastronomia,Curso de Massas - 13/março,"Onze Zero Um - Porto Alegre, RS","Quinta, 13 de Mar às 19:30",https://www.sympla.com.br/evento/curso-de-massas-13-marco/2798013
Gastronomia,CURSO DE RISOTOS,"CEASA Centrais de Abastecimento de Minas Gerais - Contagem, MG","Terça, 04 de Fev às 08:00",https://www.sympla.com.br/evento/curso-de-risotos/2806085
Gastronomia,Massas Frescas Artesanais Curso de especialização em Perdizes São Paulo,"Hub Foodservice - São Paulo, SP",01 de Fev a 02 de Fev,https://www.sympla.com.br/evento/massas-frescas-artesanais-curso-de-especializacao-em-perdizes-sao-paulo/2787008
Gastronomia,Tour Degustação no Brewteco Lapa Cervejaria dia 30/01,"Brewteco Lapa - Cervejaria & Bar da Fábrica - Rio de Janeiro, RJ","Quinta, 30 de Jan às 19:00",https://www.sympla.com.br/evento/tour-degustacao-no-brewteco-lapa-cervejaria-dia-30-01/2775891
Gastronomia,VI International FoodTech Forum + V FoodTech Expo,"ITAL - Instituto de Tecnologia de Alimentos - Campinas, SP",04 de Jun a 05 de Jun,https://www.sympla.com.br/evento/vi-international-foodtech-forum-v-foodtech-expo/2654165
Gastronomia,"Jantar às Cegas - Sabores, Sensações e Sentidos","Espaço Jantar às Cegas - São Paulo, SP","Sábado, 22 de Mar às 19:00",https://www.sympla.com.br/evento/jantar-as-cegas-sabores-sensacoes-e-sentidos/2733115
Gastronomia,SF CAKES FAIR 2025,"Espaço A - Simões Filho, BA",18 de Mar a 19 de Mar,https://www.sympla.com.br/evento/sf-cakes-fair-2025/2724353
Gastronomia,Sabores de Verão: Filé Mignon de Sol Artesanal harmonizado com Cerveja Therezópolis,"Zona Sul Santa Monica - Rio de Janeiro, RJ","Quinta, 06 de Fev às 19:00",https://www.sympla.com.br/evento/sabores-de-verao-file-mignon-de-sol-artesanal-harmonizado-com-cerveja-therezopolis/2804842
Gastronomia,Sabores do Pacífico: Ceviche Peruano e Salmão com Crosta de Ervas,"Zona Sul Supermercado Ipanema - Rio de Janeiro, RJ","Terça, 18 de Fev às 19:00",https://www.sympla.com.br/evento/sabores-do-pacifico-ceviche-peruano-e-salmao-com-crosta-de-ervas/2804647
Gastronomia,Wine Day no Passeio,"Passeio Pedra Branca - Praça - Palhoça, SC","Sábado, 26 de Abr às 15:00",https://www.sympla.com.br/evento/wine-day-no-passeio/2586004
Gastronomia,Fuegos Festival 2025,"Parque de Exposição da Gameleira - Belo Horizonte, MG","Sábado, 17 de Mai às 14:00",https://www.sympla.com.br/evento/fuegos-festival-2025/2484078
Gastronomia,Método Cortes Lucrativos Vale a Pena é Bom Mesmo? Cortes Lucrativos Depoimento,"Cortes Lucrativos - João Pessoa, PB",24 de Abr a 25 de Abr,https://www.sympla.com.br/evento/metodo-cortes-lucrativos-vale-a-pena-e-bom-mesmo-cortes-lucrativos-depoimento/2497463
Gastronomia,Curso Cortes Lucrativos Vale a Pena é Bom Mesmo? Cortes Lucrativos Depoimento,"Cortes Lucrativos - João Pessoa, PB",28 de Abr a 29 de Abr,https://www.sympla.com.br/evento/curso-cortes-lucrativos-vale-a-pena-e-bom-mesmo-cortes-lucrativos-depoimento/2502339
Gastronomia,Método Cortes Virais Lucrativos Vale a Pena é Bom Mesmo Funciona? Tirando Dúvidas,"Cortes Virais Lucrativos - Rio de Janeiro, RJ",16 de Abr a 17 de Abr,https://www.sympla.com.br/evento/metodo-cortes-virais-lucrativos-vale-a-pena-e-bom-mesmo-funciona-tirando-duvidas/2508713
Gastronomia,500 Receitas Zero Açúcar e Glúten Vale a Pena é Bom Mesmo? Tirando Dúvidas,"Casa das Receitas - João Pessoa, PB",26 de Mai a 27 de Mai,https://www.sympla.com.br/evento/500-receitas-zero-acucar-e-gluten-vale-a-pena-e-bom-mesmo-tirando-duvidas/2512577
Gastronomia,Curso Vivendo de Bolos Vulcões Vale a Pena é Bom Mesmo? Curso da Ísis Alvarez,"Casa do Bolo - São Paulo, SP",26 de Mai a 27 de Mai,https://www.sympla.com.br/evento/curso-vivendo-de-bolos-vulcoes-vale-a-pena-e-bom-mesmo-curso-da-isis-alvarez/2516412
Gastronomia,Curso de Chef Boulanger - Panificação Faculdade Eleven,"Faculdade Eleven - Curitiba, PR",14 de Fev a 16 de Mai,https://www.sympla.com.br/evento/curso-de-chef-boulanger-panificacao-faculdade-eleven/1297948
Gastronomia,Curso Como Fazer Bolos de Festa Curso da Isis Alvarez,"Casa do Bolo - João Pessoa, PB",19 de Mai a 20 de Mai,https://www.sympla.com.br/evento/curso-como-fazer-bolos-de-festa-curso-da-isis-alvarez/2521811
Gastronomia,Método Páscoa de Ouro Turma 2024 Da Marrara Bortoloti,"Método Páscoa de Ouro - Rio de Janeiro, RJ",05 de Mar a 28 de Mar,https://www.sympla.com.br/evento/metodo-pascoa-de-ouro-turma-2024-da-marrara-bortoloti/2367235
Gastronomia,Curso de Bolos Caseiros da Vovó Maria - Curso Online,"Theatro Sete de Setembro - Penedo, AL",13 de Fev a 13 de Fev,https://www.sympla.com.br/evento/curso-de-bolos-caseiros-da-vovo-maria-curso-online/2684352
Gastronomia,Bolos Caseiros - Curso completo + 500 Receitas Secretas,"Teatro Dom Bosco - Colégio Salesiano - São Paulo, SP",16 de Fev a 16 de Out,https://www.sympla.com.br/evento/bolos-caseiros-curso-completo-500-receitas-secretas/2688712
Gastronomia,Super Chefinhos - Férias,"Anciã - Cafeteria & Culinária Afetiva - Belo Horizonte, MG",16 de Dez a 27 de Jan,https://www.sympla.com.br/evento/super-chefinhos-ferias/2694107
Gastronomia,Curso de Cake Designer Faculdade Eleven,"Faculdade Eleven - Curitiba, PR",26 de Mar a 23 de Abr,https://www.sympla.com.br/evento/curso-de-cake-designer-faculdade-eleven/2277064
Gastronomia,Curso de Gastronomia Kids Faculdade Eleven,"Faculdade Eleven - Curitiba, PR",11 de Jan a 19 de Abr,https://www.sympla.com.br/evento/curso-de-gastronomia-kids-faculdade-eleven/2277101
Gastronomia,"Jantar às Cegas - Sabores, Sensações e Sentidos","Espaço Jantar às Cegas - São Paulo, SP","Sábado, 26 de Abr às 19:00",https://www.sympla.com.br/evento/jantar-as-cegas-sabores-sensacoes-e-sentidos/2733131
Gastronomia,"Jantar às Cegas - Sabores, Sensações e Sentidos","Espaço Jantar às Cegas - São Paulo, SP","Sábado, 22 de Nov às 19:00",https://www.sympla.com.br/evento/jantar-as-cegas-sabores-sensacoes-e-sentidos/2734267
Gastronomia,"Jantar às Cegas - Sabores, Sensações e Sentidos","Espaço Jantar às Cegas - São Paulo, SP","Sábado, 08 de Nov às 19:00",https://www.sympla.com.br/evento/jantar-as-cegas-sabores-sensacoes-e-sentidos/2734264
Gastronomia,"Jantar às Cegas - Sabores, Sensações e Sentidos","Espaço Jantar às Cegas - São Paulo, SP","Sábado, 25 de Out às 19:00",https://www.sympla.com.br/evento/jantar-as-cegas-sabores-sensacoes-e-sentidos/2734263
Gastronomia,"Jantar às Cegas - Sabores, Sensações e Sentidos","Espaço Jantar às Cegas - São Paulo, SP","Sábado, 11 de Out às 19:00",https://www.sympla.com.br/evento/jantar-as-cegas-sabores-sensacoes-e-sentidos/2734262
Gastronomia,"Jantar às Cegas - Sabores, Sensações e Sentidos","Espaço Jantar às Cegas - São Paulo, SP","Sábado, 27 de Set às 19:00",https://www.sympla.com.br/evento/jantar-as-cegas-sabores-sensacoes-e-sentidos/2734258
Gastronomia,"Jantar às Cegas - Sabores, Sensações e Sentidos","Espaço Jantar às Cegas - São Paulo, SP","Sábado, 13 de Set às 19:00",https://www.sympla.com.br/evento/jantar-as-cegas-sabores-sensacoes-e-sentidos/2734255
Gastronomia,"Jantar às Cegas - Sabores, Sensações e Sentidos","Espaço Jantar às Cegas - São Paulo, SP","Sábado, 23 de Ago às 19:00",https://www.sympla.com.br/evento/jantar-as-cegas-sabores-sensacoes-e-sentidos/2734252
Gastronomia,"Jantar às Cegas - Sabores, Sensações e Sentidos","Espaço Jantar às Cegas - São Paulo, SP","Sábado, 12 de Jul às 19:00",https://www.sympla.com.br/evento/jantar-as-cegas-sabores-sensacoes-e-sentidos/2734239
Gastronomia,"Jantar às Cegas - Sabores, Sensações e Sentidos","Espaço Jantar às Cegas - São Paulo, SP","Sábado, 09 de Ago às 19:00",https://www.sympla.com.br/evento/jantar-as-cegas-sabores-sensacoes-e-sentidos/2734249
Gastronomia,"Jantar às Cegas - Sabores, Sensações e Sentidos","Espaço Jantar às Cegas - São Paulo, SP","Sábado, 26 de Jul às 19:00",https://www.sympla.com.br/evento/jantar-as-cegas-sabores-sensacoes-e-sentidos/2734244
Gastronomia,"Jantar às Cegas - Sabores, Sensações e Sentidos","Espaço Jantar às Cegas - São Paulo, SP","Sábado, 28 de Jun às 19:00",https://www.sympla.com.br/evento/jantar-as-cegas-sabores-sensacoes-e-sentidos/2734228
Gastronomia,"Jantar às Cegas - Sabores, Sensações e Sentidos","Espaço Jantar às Cegas - São Paulo, SP","Sábado, 17 de Mai às 19:00",https://www.sympla.com.br/evento/jantar-as-cegas-sabores-sensacoes-e-sentidos/2734212
Gastronomia,Curso de Chef Vegan / Chefe Vegano Faculdade Eleven,"Faculdade Eleven - Curitiba, PR",10 de Fev a 29 de Set,https://www.sympla.com.br/evento/curso-de-chef-vegan-chefe-vegano-faculdade-eleven/1244357
Gastronomia,Workshop com Degustação de Pizza Napoletana - 20/02/2025,"R. Antônio Augusto, 1576 - Fortaleza, CE","Quinta, 20 de Fev às 18:45",https://www.sympla.com.br/evento/workshop-com-degustacao-de-pizza-napoletana-20-02-2025/2751206
Gastronomia,"Jantar às Cegas - Sabores, Sensações e Sentidos","Espaço Jantar às Cegas - São Paulo, SP","Sábado, 13 de Dez às 19:00",https://www.sympla.com.br/evento/jantar-as-cegas-sabores-sensacoes-e-sentidos/2734271
Gastronomia,Curso de Sushichef - Sushiman e Sushiwoman Faculdade Eleven,"Faculdade Eleven - Curitiba, PR",05 de Mar a 23 de Jul,https://www.sympla.com.br/evento/curso-de-sushichef-sushiman-e-sushiwoman-faculdade-eleven/2762724
Gastronomia,Curso de Chef Patissiêr - Confeitaria Faculdade Eleven,"Faculdade Eleven - Curitiba, PR",14 de Fev a 27 de Jun,https://www.sympla.com.br/evento/curso-de-chef-patissier-confeitaria-faculdade-eleven/2762658
Gastronomia,Curso de Chef de Cuisine - Chefe de Cozinha Faculdade Eleven,"Faculdade Eleven - Curitiba, PR",20 de Fev a 25 de Set,https://www.sympla.com.br/evento/curso-de-chef-de-cuisine-chefe-de-cozinha-faculdade-eleven/2762581
Gastronomia,Curso de Comida de Boteco Faculdade Eleven,"Faculdade Eleven - Curitiba, PR",28 de Jan a 20 de Mar,https://www.sympla.com.br/evento/curso-de-comida-de-boteco-faculdade-eleven/2762580
Gastronomia,Curso de Pizzaiolo Faculdade Eleven,"Faculdade Eleven - Curitiba, PR",22 de Fev a 29 de Mar,https://www.sympla.com.br/evento/curso-de-pizzaiolo-faculdade-eleven/2762557
Gastronomia,Curso de Sushi Sashimi Faculdade Eleven,"Faculdade Eleven - Curitiba, PR",12 de Fev a 10 de Jun,https://www.sympla.com.br/evento/curso-de-sushi-sashimi-faculdade-eleven/2762509
Gastronomia,Sonhar é o Limite confeitaria inabalável,"east.work - São Paulo, SP","Sexta, 23 de Mai às 10:00",https://www.sympla.com.br/evento/sonhar-e-o-limite-confeitaria-inabalavel/2755728
Gastronomia,Arroz e Vinho - Uma experiência exclusiva Arroz de Altitude,"Empório Calábria - São Paulo, SP","Quinta, 13 de Fev às 17:00",https://www.sympla.com.br/evento/arroz-e-vinho-uma-experiencia-exclusiva-arroz-de-altitude/2740336
Gastronomia,CURSO DE BOLOS DECORADOS - SP - 2025 - PRESENCIAL,"Espaço Chef das Gulas - São Paulo, SP",22 de Jan a 26 de Fev,https://www.sympla.com.br/evento/curso-de-bolos-decorados-sp-2025-presencial/2763526
Gastronomia,CURSO COMPOTAS E CONVERSAS- SP - 2025 - PRESENCIAL,"Espaço Chef das Gulas - São Paulo, SP",17 de Fev a 24 de Mar,https://www.sympla.com.br/evento/curso-compotas-e-conversas-sp-2025-presencial/2763481
Gastronomia,CURSO MARMITAS FITNESS PROFISSIONAL - SP - TURMA 5F.  - PRESENCIAL,"Espaço Chef das Gulas - São Paulo, SP",20 de Fev a 10 de Abr,https://www.sympla.com.br/evento/curso-marmitas-fitness-profissional-sp-turma-5f-presencial/2758270
Gastronomia,CURSO DE CHARCUTARIA EM BH,"ESPAÇO ALQUIMIA - Belo Horizonte, MG",15 de Fev a 16 de Fev,https://www.sympla.com.br/evento/curso-de-charcutaria-em-bh/2207794
Gastronomia,"CURSO DE TÁBUAS DE FRIOS, FRUTAS E VINHOS  -  SP  - PRESENCIAL EM 11/03/2025","Espaço Cokitchen - São Paulo, SP","Terça, 11 de Mar às 14:00",https://www.sympla.com.br/evento/curso-de-tabuas-de-frios-frutas-e-vinhos-sp-presencial-em-11-03-2025/2762154
Gastronomia,CURSO CULINÁRIA BÁSICA - SP - TURMA 4F - PRESENCIAL,"Espaço Chef das Gulas - São Paulo, SP",26 de Fev a 30 de Abr,https://www.sympla.com.br/evento/curso-culinaria-basica-sp-turma-4f-presencial/2762345
Gastronomia,CURSO DE  MASSA FRESCA RECHEADA E MOLHOS -  SP - PRESENCIAL - 20/03/2025,"Espaço Chef das Gulas - São Paulo, SP","Quinta, 20 de Mar às 14:00",https://www.sympla.com.br/evento/curso-de-massa-fresca-recheada-e-molhos-sp-presencial-20-03-2025/2762230
Gastronomia,"CURSO DE TÁBUAS DE FRIOS, FRUTAS E VINHOS  -  SP  - PRESENCIAL EM 11/03/2025","Espaço Chef das Gulas - São Paulo, SP","Terça, 11 de Mar às 14:00",https://www.sympla.com.br/evento/curso-de-tabuas-de-frios-frutas-e-vinhos-sp-presencial-em-11-03-2025/2762171
Gastronomia,8 CADEIRAS OS RITUAIS DO CHURRASCO ! DA ESCOLHA DA CARNE ATÉ PONTO PERFEITO!,"ramalho experience bbq - Campinas, SP","Terça, 25 de Mar às 19:00",https://www.sympla.com.br/evento/8-cadeiras-os-rituais-do-churrasco-da-escolha-da-carne-ate-ponto-perfeito/2773797
Gastronomia,8 CADEIRAS OS RITUAIS DO CHURRASCO ! DA ESCOLHA DA CARNE ATÉ PONTO PERFEITO!,"ramalho experience bbq - Campinas, SP","Terça, 11 de Mar às 19:00",https://www.sympla.com.br/evento/8-cadeiras-os-rituais-do-churrasco-da-escolha-da-carne-ate-ponto-perfeito/2773794
Gastronomia,8 CADEIRAS OS RITUAIS DO CHURRASCO ! DA ESCOLHA DA CARNE ATÉ PONTO PERFEITO!,"ramalho experience bbq - Campinas, SP","Terça, 18 de Fev às 19:00",https://www.sympla.com.br/evento/8-cadeiras-os-rituais-do-churrasco-da-escolha-da-carne-ate-ponto-perfeito/2773788
Gastronomia,Brunch Yucafé | JULHO | 19/07/25,"Pullman São Paulo Ibirapuera - São Paulo, SP","Sábado, 19 de Jul às 11:30",https://www.sympla.com.br/evento/brunch-yucafe-julho-19-07-25/2775518
Gastronomia,Brunch Yucafé | JUNHO | 21/06/25,"Pullman São Paulo Ibirapuera - São Paulo, SP","Sábado, 21 de Jun às 11:30",https://www.sympla.com.br/evento/brunch-yucafe-junho-21-06-25/2775517
Gastronomia,Brunch Yucafé | MARÇO | 15/03/25,"Pullman São Paulo Ibirapuera - São Paulo, SP","Sábado, 15 de Mar às 11:30",https://www.sympla.com.br/evento/brunch-yucafe-marco-15-03-25/2775513
Gastronomia,Brunch Yucafé | MAIO | 17/05/25,"Pullman São Paulo Ibirapuera - São Paulo, SP","Sábado, 17 de Mai às 11:30",https://www.sympla.com.br/evento/brunch-yucafe-maio-17-05-25/2775516
Gastronomia,Brunch Yucafé | ABRIL | 19/04/25,"Pullman São Paulo Ibirapuera - São Paulo, SP","Sábado, 19 de Abr às 11:30",https://www.sympla.com.br/evento/brunch-yucafe-abril-19-04-25/2775515
Gastronomia,Workshop Café Especial para Leigos,"Artemis Torrefação - Rio de Janeiro, RJ","Sábado, 15 de Mar às 14:00",https://www.sympla.com.br/evento/workshop-cafe-especial-para-leigos/2777666
Gastronomia,Curso de Métodos de Cafés Filtrados,"Artemis Torrefação - Rio de Janeiro, RJ","Sábado, 22 de Mar às 10:00",https://www.sympla.com.br/evento/curso-de-metodos-de-cafes-filtrados/2777658
Gastronomia,Workshop Café Especial para Leigos,"Artemis Torrefação - Rio de Janeiro, RJ","Sábado, 07 de Jun às 14:00",https://www.sympla.com.br/evento/workshop-cafe-especial-para-leigos/2777681
Gastronomia,Workshop Café Especial para Leigos,"Artemis Torrefação - Rio de Janeiro, RJ","Sábado, 07 de Jun às 10:00",https://www.sympla.com.br/evento/workshop-cafe-especial-para-leigos/2777680
Gastronomia,Workshop Café Especial para Leigos,"Artemis Torrefação - Rio de Janeiro, RJ","Sábado, 03 de Mai às 14:00",https://www.sympla.com.br/evento/workshop-cafe-especial-para-leigos/2777678
Gastronomia,Curso de Métodos de Cafés Filtrados,"Artemis Torrefação - Rio de Janeiro, RJ","Sábado, 14 de Jun às 10:00",https://www.sympla.com.br/evento/curso-de-metodos-de-cafes-filtrados/2777676
Gastronomia,Workshop Café Especial para Leigos,"Artemis Torrefação - Rio de Janeiro, RJ","Sábado, 03 de Mai às 10:00",https://www.sympla.com.br/evento/workshop-cafe-especial-para-leigos/2777674
Gastronomia,Curso de Métodos de Cafés Filtrados,"Artemis Torrefação - Rio de Janeiro, RJ","Sábado, 17 de Mai às 10:00",https://www.sympla.com.br/evento/curso-de-metodos-de-cafes-filtrados/2777673
Gastronomia,Workshop Café Especial para Leigos,"Artemis Torrefação - Rio de Janeiro, RJ","Sábado, 05 de Abr às 14:00",https://www.sympla.com.br/evento/workshop-cafe-especial-para-leigos/2777672
Gastronomia,Workshop Café Especial para Leigos,"Artemis Torrefação - Rio de Janeiro, RJ","Sábado, 05 de Abr às 10:00",https://www.sympla.com.br/evento/workshop-cafe-especial-para-leigos/2777671
Gastronomia,Curso de Métodos de Cafés Filtrados,"Artemis Torrefação - Rio de Janeiro, RJ","Sábado, 12 de Abr às 10:00",https://www.sympla.com.br/evento/curso-de-metodos-de-cafes-filtrados/2777670
Gastronomia,Aula/show Cozinha Francesa      ,"La Mia Cucina - Escola de Gastronomia & Eventos Personalizados - Curitiba, PR","Sexta, 31 de Jan às 19:00",https://www.sympla.com.br/evento/aula-show-cozinha-francesa/2777638
Gastronomia,Aula/show Cozinha Italiana Clássicos,"La Mia Cucina - Escola de Gastronomia & Eventos Personalizados - Curitiba, PR","Quinta, 30 de Jan às 19:00",https://www.sympla.com.br/evento/aula-show-cozinha-italiana-classicos/2777634
Gastronomia,Barista por um dia,"Cafe da Gota Serena - Teresina, PI",08 de Jan a 30 de Jun,https://www.sympla.com.br/evento/barista-por-um-dia/2779583
Gastronomia,"Jantar às Cegas - Sabores, Sensações e Sentidos - Dia dos Namorados","Espaço Jantar às Cegas - São Paulo, SP","Quinta, 12 de Jun às 19:00",https://www.sympla.com.br/evento/jantar-as-cegas-sabores-sensacoes-e-sentidos-dia-dos-namorados/2734224
Gastronomia,Dia 28/01 Oficina culinária SALGADINHO DE CREPIOCA  receitas para lanchinhos e lancheira,"Vamukumê - Quintal da Cria - São Paulo, SP","Terça, 28 de Jan às 15:00",https://www.sympla.com.br/evento/dia-28-01-oficina-culinaria-salgadinho-de-crepioca-receitas-para-lanchinhos-e-lancheira/2782130
Gastronomia,18H DOMINGO | NUEVO RODÍZIO OPEN FOOD & PETISCOS + OPEN BAR | THE MEXICAN,"THE MEXICAN Gastropub - Belo Horizonte, MG","Domingo, 26 de Jan às 18:00",https://www.sympla.com.br/evento/18h-domingo-nuevo-rodizio-open-food-petiscos-open-bar-the-mexican/2782232
Gastronomia,"Jantar às Cegas - Sabores, Sensações e Sentidos","Espaço Jantar às Cegas - São Paulo, SP","Sábado, 31 de Mai às 19:00",https://www.sympla.com.br/evento/jantar-as-cegas-sabores-sensacoes-e-sentidos/2734216
Gastronomia,"Jantar às Cegas - Sabores, Sensações e Sentidos","Espaço Jantar às Cegas - São Paulo, SP","Sábado, 08 de Fev às 19:00",https://www.sympla.com.br/evento/jantar-as-cegas-sabores-sensacoes-e-sentidos/2733093
Gastronomia,18H QUINTA | NUEVO RODÍZIO OPEN FOOD & PETISCOS + OPEN BAR | THE MEXICAN,"THE MEXICAN Gastropub - Belo Horizonte, MG","Quinta, 30 de Jan às 18:00",https://www.sympla.com.br/evento/18h-quinta-nuevo-rodizio-open-food-petiscos-open-bar-the-mexican/2782234
Gastronomia,Vinho em Harmonia,"Norden Bar e Biergarten  - Blumenau, SC","Sábado, 14 de Jun às 11:00",https://www.sympla.com.br/evento/vinho-em-harmonia/2782409
Gastronomia,Oficina ChacomK: Conhecendo Chás e Especiais,"R. Alcindo Guanabara, 25 - Rio de Janeiro, RJ","Sábado, 15 de Fev às 08:30",https://www.sympla.com.br/evento/oficina-chacomk-conhecendo-chas-e-especiais/2736541
Gastronomia,Workshop Sandra Gonçalves,"O Meu Salão Mirante - Belo Horizonte, MG",03 de Fev a 17 de Fev,https://www.sympla.com.br/evento/workshop-sandra-goncalves/2779535
Gastronomia,Caminhos de Fogo 2025,"Santíssimo Resort - Tiradentes, MG","Sábado, 03 de Mai às 14:00",https://www.sympla.com.br/evento/caminhos-de-fogo-2025/2750940
Gastronomia,[JCB] Bendita Feijoada: Abertura de Atividades 2025,"Local a definir - Brasília, DF","Sábado, 08 de Fev às 10:00",https://www.sympla.com.br/evento/jcb-bendita-feijoada-abertura-de-atividades-2025/2786890
Gastronomia,Minas Sweet,"CDL Uberlândia - Uberlândia, MG","Domingo, 18 de Mai às 08:00",https://www.sympla.com.br/evento/minas-sweet/2786968
Gastronomia,Paella e Sangria  ,"Hub Foodservice - São Paulo, SP","Sábado, 08 de Fev às 10:30",https://www.sympla.com.br/evento/paella-e-sangria/2789738
Gastronomia,"Trem Guararema I Carro Restaurante I Café, Almoço e Bebidas","Estação Ferroviária - Trem de Guararema - Guararema, SP","Domingo, 09 de Mar às 06:30",https://www.sympla.com.br/evento/trem-guararema-i-carro-restaurante-i-cafe-almoco-e-bebidas/2788672
Gastronomia,Curso Bean to Bar,"Galpão da Popai - Rio de Janeiro, RJ",15 de Fev a 16 de Fev,https://www.sympla.com.br/evento/curso-bean-to-bar/2785034
Gastronomia,Curso Básico de Produção de Cerveja - Abril/25 - Domingo de 09:00 às 17:00,"Sampler Brew House - Petrópolis, RJ","Domingo, 06 de Abr às 09:00",https://www.sympla.com.br/evento/curso-basico-de-producao-de-cerveja-abril-25-domingo-de-09-00-as-17-00/2765306
Gastronomia,Curso Básico de Produção de Cerveja - Junho/25 - Domingo de 09:00 às 17:00,"Sampler Brew House - Petrópolis, RJ","Domingo, 15 de Jun às 09:00",https://www.sympla.com.br/evento/curso-basico-de-producao-de-cerveja-junho-25-domingo-de-09-00-as-17-00/2765308
Gastronomia,CONCURSO CHEF DE FOGAREIRO MOUNTAIN FESTIVAL 2025,"São Bento do Sapucaí - São Bento do Sapucaí, SP",20 de Fev a 05 de Mai,https://www.sympla.com.br/evento/concurso-chef-de-fogareiro-mountain-festival-2025/2786983
Gastronomia,VISITA À FANTÁSTICA FÁBRICA DE CERVEJAS OPA BIER,"R. Dona Francisca, 13700 - Joinville, SC","Sábado, 01 de Fev às 10:00",https://www.sympla.com.br/evento/visita-a-fantastica-fabrica-de-cervejas-opa-bier/2787244
Gastronomia,VISITA À FANTÁSTICA FÁBRICA DE CERVEJAS OPA BIER,"R. Dona Francisca, 13700 - Joinville, SC","Sábado, 22 de Fev às 10:00",https://www.sympla.com.br/evento/visita-a-fantastica-fabrica-de-cervejas-opa-bier/2787270
Gastronomia,VISITA À FANTÁSTICA FÁBRICA DE CERVEJAS OPA BIER,"R. Dona Francisca, 13700 - Joinville, SC","Sábado, 15 de Fev às 10:00",https://www.sympla.com.br/evento/visita-a-fantastica-fabrica-de-cervejas-opa-bier/2787265
Gastronomia,VISITA À FANTÁSTICA FÁBRICA DE CERVEJAS OPA BIER,"R. Dona Francisca, 13700 - Joinville, SC","Sábado, 08 de Fev às 10:00",https://www.sympla.com.br/evento/visita-a-fantastica-fabrica-de-cervejas-opa-bier/2787263
Gastronomia,Jantar Toscano,"Hub Foodservice - São Paulo, SP","Terça, 28 de Jan às 19:00",https://www.sympla.com.br/evento/jantar-toscano/2787045
Gastronomia,Almoço Típico Capixaba,"Macunaíma Cozinha Experimental - Vila Velha, ES",08 de Jan a 29 de Jan,https://www.sympla.com.br/evento/almoco-tipico-capixaba/2771505
Gastronomia,Capacitação na Qualidade do Pão Fancês,"Romen Alimentos - Cruz das Almas, BA","Sábado, 08 de Fev às 10:48",https://www.sympla.com.br/evento/capacitacao-na-qualidade-do-pao-fances/2783154
